1.;Физические лица, как участники гражданских правоотношений;Статья 30 ГК РФ;Какие сделки вправе самостоятельно совершать гражданин, ограниченный судом в дееспособности вследствие злоупотребления  спиртными напитками  или наркотическими веществами;;;;;;;;;;;;;;;;;;;;;;
;;Статья 15. Лица, по заявлению которых осуществляются государственный кадастровый учет и государственная регистрация прав;;;;;;;;;;;;;;;;;;;;;;;
;;1. При осуществлении государственного кадастрового учета и государственной регистрации прав одновременно такие государственный кадастровый учет и государственная регистрация прав осуществляются по заявлению:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) собственника земельного участка либо лица, которому земельный участок предоставлен для строительства на ином праве, - при государственном кадастровом учете и государственной регистрации прав на созданные или создаваемые ими на таком земельном участке здание, сооружение, объект незавершенного строительства, единый недвижимый комплекс;";;;;;;;;;;;;;;;;;;;;;;;
;;"2) лица, которому выдано разрешение на создание искусственного земельного участка либо иной документ, предусмотренный Федеральным законом от 19 июля 2011 года N 246-ФЗ ""Об искусственных земельных участках, созданных на водных объектах, находящихся в федеральной собственности, и о внесении изменений в отдельные законодательные акты Российской Федерации"", - при государственном кадастровом учете и государственной регистрации прав на созданный искусственный земельный участок;";;;;;;;;;;;;;;;;;;;;;;;
;;"3) собственника исходного объекта недвижимости, из которого образованы новые объекты недвижимости, - при государственном кадастровом учете и государственной регистрации прав на образованные объекты недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"4) собственника здания, сооружения, объекта незавершенного строительства, единого недвижимого комплекса, - при государственном кадастровом учете и государственной регистрации прав в связи с прекращением существования таких объектов недвижимости, права на которые зарегистрированы в Едином государственном реестре недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"5) собственника объекта недвижимости и (или) лица, в пользу которого устанавливаются ограничения прав и обременения объекта недвижимости, - при государственном кадастровом учете и (или) государственной регистрации ограничений прав и обременений объекта недвижимости, в том числе в связи с образованием или прекращением существования части объекта недвижимости, на которую распространяются соответствующие ограничения прав и обременения;";;;;;;;;;;;;;;;;;;;;;;;
;;"6) кадастрового инженера в случаях, установленных федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;7) иного лица в случаях, установленных федеральным законом.;;;;;;;;;;;;;;;;;;;;;;;
;;2. При осуществлении государственного кадастрового учета без одновременной государственной регистрации прав такой государственный кадастровый учет осуществляется по заявлению:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) представленному уполномоченным органом государственной власти, органом местного самоуправления или уполномоченной организацией, осуществляющей государственное управление использованием атомной энергии и государственное управление при осуществлении деятельности, связанной с разработкой, изготовлением, утилизацией ядерного оружия и ядерных энергетических установок военного назначения, которыми выдано разрешение на ввод объекта капитального строительства в эксплуатацию, в порядке, предусмотренном статьей 19 настоящего Федерального закона, - при государственном кадастровом учете созданного объекта недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"2) собственника здания, сооружения, объекта незавершенного строительства - при государственном кадастровом учете в связи с прекращением существования таких объектов недвижимости, права на которые не зарегистрированы в Едином государственном реестре недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"3) собственника объекта недвижимости или лица, в пользу которого устанавливается ограничение права или обременение объекта недвижимости, - при государственном кадастровом учете в связи с образованием или прекращением существования части объекта недвижимости, если в соответствии с федеральным законом такие ограничение или обременение возникают независимо от момента их государственной регистрации в Едином государственном реестре недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"4) собственника объекта недвижимости - при государственном кадастровом учете в связи с изменением основных характеристик объекта недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"5) кадастрового инженера в случаях, установленных федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;6) иного лица в случаях, установленных федеральным законом.;;;;;;;;;;;;;;;;;;;;;;;
;;3. Государственная регистрация прав без одновременного государственного кадастрового учета осуществляется по заявлению:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) лица, право которого на объект недвижимости возникает (за исключением возникновения прав на созданный или образованный объект недвижимости) или прекращается, - при государственной регистрации возникновения или прекращения соответствующего права;";;;;;;;;;;;;;;;;;;;;;;;
;;"2) правообладателя объекта недвижимости и (или) лица, в пользу которого устанавливается ограничение права или обременение объекта недвижимости, - при государственной регистрации ограничения или обременения, прекращения ограничения или обременения, если иное не установлено настоящим Федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;"3) сторон договора - при государственной регистрации договора и (или) права, ограничения права или обременения объекта недвижимости, возникающих на основании такого договора, если иное не установлено настоящим Федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;"4) правообладателя объекта недвижимости - при подтверждении права на учтенный в Едином государственном реестре недвижимости объект недвижимости, возникшего до дня вступления в силу Федерального закона от 21 июля 1997 года N 122-ФЗ ""О государственной регистрации прав на недвижимое имущество и сделок с ним"" либо возникшего в силу федерального закона;";;;;;;;;;;;;;;;;;;;;;;;
;;"5) нотариуса или его работника, уполномоченного в порядке, установленном Основами законодательства Российской Федерации о нотариате от 11 февраля 1993 года N 4462-1, при государственной регистрации права на объект недвижимости, возникшего на основании нотариально удостоверенной сделки или иного совершенного нотариусом нотариального действия, либо по заявлению любой стороны нотариально удостоверенной сделки;";;;;;;;;;;;;;;;;;;;;;;;
;;(п. 5 в ред. Федерального закона от 03.07.2016 N 361-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;(см. текст в предыдущей редакции);;;;;;;;;;;;;;;;;;;;;;;
98.;;ФЗ ?О государственной регистрации недвижимости? от 13.07.2015 N 218-ФЗ (последняя редакция 31.12.17);Какие права на недвижимое имущество подлежат государственной регистрации?;;;;;;;;;;;;;;;;;;;;;;
;;Статья 1. Предмет регулирования настоящего Федерального закона. Основные положения;;;;;;;;;;;;;;;;;;;;;;;
;;6. Государственной регистрации подлежат право собственности и другие вещные права на недвижимое имущество и сделки с ним в соответствии со статьями 130, 131, 132, 133.1 и 164 Гражданского кодекса Российской Федерации. В случаях, установленных федеральным законом, государственной регистрации подлежат возникающие, в том числе на основании договора, либо акта органа государственной власти, либо акта органа местного самоуправления, ограничения прав и обременения недвижимого имущества, в частности сервитут, ипотека, доверительное управление, аренда, наем жилого помещения.;Выберите все возможные правильные из предложенных вариантов ответов.;;1Право аренды (более года);1Право собственности;1Право найма жилого помещения;1Право государственной собственности;1Право муниципальной собственности;1Право хозяйственного ведения;1Право оперативного управления;1Ограничения (обременения) прав;1Право доверительного управления;Никакие;;;;;;;;;;;
;;ГК РФ статья 131..Право собственности и другие вещные права на недвижимые вещи, ограничения этих прав, их возникновение, переход и прекращение подлежат государственной регистрации в едином государственном реестре органами, осуществляющими государственную регистрацию прав на недвижимость и сделок с ней. Регистрации подлежат: право собственности, право хозяйственного ведения, право оперативного управления, право пожизненного наследуемого владения, право постоянного пользования, ипотека, сервитуты, а также иные права в случаях, предусмотренных настоящим Кодексом и иными законами.;;;;;;;;;;;;;;;;;;;;;;;
99.;;ФЗ ?О государственной регистрации недвижимости? от 13.07.2015 N 218-ФЗ (последняя редакция 31.12.17);Основания приостановления государственной регистрации прав:;;;;;;;;;;;;;;;;;;;;;;
;;Статья 27. Отказ в осуществлении государственного кадастрового учета и (или) государственной регистрации прав;;;;;;;;;;;;;;;;;;;;;;;
;;"""В осуществлении государственного кадастрового учета и (или) государственной регистрации прав отказывается по решению государственного регистратора прав в случае, если в течение срока приостановления не устранены причины, препятствующие осуществлению государственного кадастрового учета и (или) государственной регистрации прав, указанные в статье 26 настоящего Федерального закона.";Выберите все возможные правильные из предложенных вариантов ответов.;;Представлен не полный комплект документов;В документах допущены технические ошибки;Право, которое просит зарегистрировать заявитель, не подлежит регистрации;С заявлением о регистрации обратилось ненадлежащее лицо;С заявлением о регистрации обратилось доверенное лицо;Документы, представленные на государственную регистрацию, не соответствуют действующему законодательству по форме или содержанию;Акт государственного органа или акт органа местного самоуправления о предоставлении прав на недвижимое имущество признан недействительным с момента его издания в соответствии с законодательством, действовавшим в месте его издания на момент издания. ;Лицо, выдавшее правоустанавливающий документ, не  уполномочено правом распоряжаться данным объектом;Лицо, которое имеет права, ограниченные определенными условиями, составило документ без указания этих условий;;;;;;;;;;;;
;;Статья 26. Основания и сроки приостановления осуществления государственного кадастрового учета и (или) государственной регистрации прав по решению государственного регистратора прав ;;;;;;;;;;;;;;;;;;;;;;;
;; 1. Осуществление государственного кадастрового учета и (или) государственной регистрации прав приостанавливается по решению государственного регистратора прав в случае, если:;;;;;;;;;;;;;;;;;;;;;;;
;;"1) лицо, указанное в заявлении в качестве правообладателя, не имеет права на такой объект недвижимости и (или) не уполномочено распоряжаться правом на такой объект недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"2) с заявлением о государственном кадастровом учете и (или) государственной регистрации прав обратилось ненадлежащее лицо;";;;;;;;;;;;;;;;;;;;;;;;
;;"3) имеются противоречия между заявленными правами и уже зарегистрированными правами;";;;;;;;;;;;;;;;;;;;;;;;
;;"4) право, ограничение права или обременение объекта недвижимости, о регистрации которого просит заявитель, не подлежит государственной регистрации в соответствии с Гражданским кодексом Российской Федерации или иным федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;"5) не представлены документы, необходимые для осуществления государственного кадастрового учета и (или) государственной регистрации прав;";;;;;;;;;;;;;;;;;;;;;;;
;;"6) представленные документы не являются подлинными или сведения, содержащиеся в них, недостоверны;";;;;;;;;;;;;;;;;;;;;;;;
;;"7) форма и (или) содержание документа, представленного для осуществления государственного кадастрового учета и (или) государственной регистрации прав, не соответствуют требованиям законодательства Российской Федерации;";;;;;;;;;;;;;;;;;;;;;;;
;;"8) представленные документы подписаны (удостоверены) неправомочными лицами;";;;;;;;;;;;;;;;;;;;;;;;
;;"9) не представлены (не поступили) документы (сведения, содержащиеся в них), запрошенные органом регистрации прав по межведомственным запросам;";;;;;;;;;;;;;;;;;;;;;;;
;;"10) представлена (поступила) информация об отсутствии документов (сведений, содержащихся в них), запрошенных органом регистрации прав по межведомственным запросам;";;;;;;;;;;;;;;;;;;;;;;;
;;"11) ранее представлены документы на государственную регистрацию другой сделки с этим же объектом недвижимости или перехода, ограничения права либо обременения объекта недвижимости и по данным документам решение о государственной регистрации или об отказе в государственной регистрации не принято;";;;;;;;;;;;;;;;;;;;;;;;
;;"12) сделка, акт органа государственной власти или органа местного самоуправления, являющиеся основанием для государственной регистрации права, признаны недействительными в судебном порядке;";;;;;;;;;;;;;;;;;;;;;;;
;;"13) сделка, подлежащая государственной регистрации или являющаяся основанием для государственной регистрации права, ограничения права или обременения объекта недвижимости, является ничтожной;";;;;;;;;;;;;;;;;;;;;;;;
;;"14) представленные для государственной регистрации прав в силу закона документы не свидетельствуют о факте возникновения права в силу закона;";;;;;;;;;;;;;;;;;;;;;;;
;;"15) в представленных документах отсутствует подтверждение наличия в случаях, предусмотренных федеральным законом, согласия на совершение сделки, подлежащей государственной регистрации или являющейся основанием для государственной регистрации права, ограничения или обременения права, третьего лица, органа юридического лица, государственного органа или органа местного самоуправления, если из федерального закона следует, что такая сделка ничтожна;";;;;;;;;;;;;;;;;;;;;;;;
;;"16) для осуществления государственной регистрации прав, связанных с отчуждением или обременением жилого помещения, если оно приобретено с использованием кредитных средств банка или иной кредитной организации либо средств целевого займа, предоставленного другим юридическим лицом, не представлено совместное заявление сторон сделки с приложением документа, выражающего согласие на это кредитора (займодавца);";;;;;;;;;;;;;;;;;;;;;;;
;;"17) сделка, подлежащая государственной регистрации или являющаяся основанием для государственной регистрации прав, не содержит установленные федеральным законом или договором ограничения прав сторон такой сделки;";;;;;;;;;;;;;;;;;;;;;;;
;;"18) акт государственного органа или акт органа местного самоуправления, являющиеся основанием государственного кадастрового учета и (или) государственной регистрации прав, изданы вне пределов компетенции издавшего его органа и (или) подписавшего его лица;";;;;;;;;;;;;;;;;;;;;;;;
;;"19) объект, о государственном кадастровом учете и (или) государственной регистрации прав которого представлено заявление, не является объектом недвижимости, государственный кадастровый учет которого и (или) государственная регистрация прав на который осуществляются в соответствии с настоящим Федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;"20) границы земельного участка, о государственном кадастровом учете которого и (или) государственной регистрации прав на который представлено заявление, пересекают границы другого земельного участка, сведения о котором содержатся в Едином государственном реестре недвижимости (за исключением случая, если другой земельный участок является преобразуемым объектом недвижимости);";;;;;;;;;;;;;;;;;;;;;;;
;;"21) границы образуемого земельного участка пересекают границы территориальных зон, лесничеств, лесопарков, за исключением случая, если выявлена воспроизведенная в Едином государственном реестре недвижимости ошибка в определении местоположения границ таких территориальных зон, лесничеств, лесопарков в документе, на основании которого внесены сведения в Единый государственный реестр недвижимости, или случая образования земельного участка для проведения работ по геологическому изучению недр, разработки месторождений полезных ископаемых, размещения линейных объектов, гидротехнических сооружений, а также для размещения водохранилищ, иных искусственных водных объектов и иных случаев, установленных федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;(в ред. Федерального закона от 03.07.2016 N 361-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;(см. текст в предыдущей редакции);;;;;;;;;;;;;;;;;;;;;;;
;;"22) созданный (создаваемый) объект недвижимости, при строительстве (реконструкции) которого в соответствии с законодательством не требуется выдача разрешения на строительство, разрешения на ввод в эксплуатацию, не соответствует виду разрешенного использования земельного участка, на котором он создан (создается), или не соответствует градостроительному регламенту в случае, если правообладатель такого земельного участка вправе выбрать вид разрешенного использования этого земельного участка без согласований и разрешений;";;;;;;;;;;;;;;;;;;;;;;;
;;"23) земельный участок, на котором создан (создается) объект недвижимости, предоставлен, передан собственником не для целей строительства (размещения) такого объекта;";;;;;;;;;;;;;;;;;;;;;;;
;;"24) в порядке, установленном Федеральным законом от 24 июля 2002 года N 101-ФЗ ""Об обороте земель сельскохозяйственного назначения"", в орган регистрации прав поступили возражения относительно размера и местоположения границ земельного участка, выделяемого в счет доли или долей в праве общей собственности на земельный участок из земель сельскохозяйственного назначения, и в составе документов, представленных для осуществления государственного кадастрового учета и (или) государственной регистрации права, отсутствуют документы, подтверждающие снятие указанных возражений;";;;;;;;;;;;;;;;;;;;;;;;
;;"25) при установлении границ земельного участка нарушен установленный федеральным законом порядок согласования местоположения границ земельных участков или местоположение указанных границ в соответствии с федеральным законом не считается согласованным, за исключением случаев признания указанных границ установленными в порядке разрешения земельного спора или признания при выполнении комплексных кадастровых работ местоположения границ земельного участка спорным;";;;;;;;;;;;;;;;;;;;;;;;
;;"26) доступ (проход или проезд от земельных участков общего пользования) к образуемому или изменяемому земельному участку не будет обеспечен, в том числе путем установления сервитута (для случая осуществления государственного кадастрового учета);";;;;;;;;;;;;;;;;;;;;;;;
;;"27) границы земельного участка пересекают границы населенного пункта, за исключением случая, если выявлена воспроизведенная в Едином государственном реестре недвижимости ошибка в определении местоположения границ такого населенного пункта в документе, на основании которого вносились сведения в Единый государственный реестр недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"28) размер образуемого земельного участка или земельного участка, который в результате преобразования сохраняется в измененных границах (измененный земельный участок), не будет соответствовать установленным в соответствии с федеральным законом требованиям к предельным (минимальным или максимальным) размерам земельных участков;";;;;;;;;;;;;;;;;;;;;;;;
;;"29) земельный участок образован из земельных участков, относящихся к различным категориям земель, за исключением установленных федеральным законом случаев;";;;;;;;;;;;;;;;;;;;;;;;
;;"30) площадь земельного участка, выделяемого в счет доли или долей в праве общей собственности на земельный участок из земель сельскохозяйственного назначения, отличается от площади такого земельного участка, указанной в соответствующем утвержденном проекте межевания земельного участка или земельных участков, более чем на десять процентов;";;;;;;;;;;;;;;;;;;;;;;;
;;"31) изменение площади земельного участка и (или) изменение описания местоположения его границ не обусловлены образованием земельного участка или уточнением его границ;";;;;;;;;;;;;;;;;;;;;;;;
;;"32) в результате государственного кадастрового учета в связи с уточнением сведений о площади земельного участка такая площадь, определенная с учетом установленных в соответствии с федеральным законом требований, будет больше площади, сведения о которой относительно этого земельного участка содержатся в Едином государственном реестре недвижимости, на величину более чем предельный минимальный размер земельного участка, установленный в соответствии с федеральным законом для земель соответствующего целевого назначения и разрешенного использования, или, если такой размер не установлен, на величину более чем десять процентов площади, сведения о которой относительно этого земельного участка содержатся в Едином государственном реестре недвижимости;";;;;;;;;;;;;;;;;;;;;;;;
;;"33) земельный участок, в отношении которого представлено заявление о его снятии с государственного кадастрового учета, не является преобразуемым и не подлежит снятию с такого учета в соответствии с настоящим Федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;"34) помещение не изолировано или не обособлено от других помещений в здании или сооружении (за исключением машино-мест);";;;;;;;;;;;;;;;;;;;;;;;
;;(в ред. Федерального закона от 03.07.2016 N 315-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;(см. текст в предыдущей редакции);;;;;;;;;;;;;;;;;;;;;;;
;;"35) объект недвижимости, о государственном кадастровом учете которого представлено заявление, образуется из объекта недвижимости или объектов недвижимости и раздел или выдел доли в натуре либо иное совершаемое при таком образовании действие с преобразуемым объектом недвижимости или преобразуемыми объектами недвижимости не допускается в соответствии с установленными федеральным законом требованиями;";;;;;;;;;;;;;;;;;;;;;;;
;;"36) существует судебный спор в отношении прав на недвижимое имущество, являющееся предметом ипотеки, или в отношении обращения взыскания на такое имущество;";;;;;;;;;;;;;;;;;;;;;;;
;;"37) в орган регистрации прав поступил судебный акт или акт уполномоченного органа о наложении ареста на недвижимое имущество, или о запрете совершать определенные действия с недвижимым имуществом, или об избрании в качестве меры пресечения залога в соответствии с уголовно-процессуальным законодательством Российской Федерации;";;;;;;;;;;;;;;;;;;;;;;;
;;"38) на государственную регистрацию прав представлен другой договор участия в долевом строительстве в отношении того же объекта долевого строительства;";;;;;;;;;;;;;;;;;;;;;;;
;;"39) лицом, которому земельный участок, который находится в федеральной собственности и в отношении которого единый институт развития в жилищной сфере в соответствии с Федеральным законом от 24 июля 2008 года N 161-ФЗ ""О содействии развитию жилищного строительства"" выполняет функции агента Российской Федерации (далее - земельный участок единого института развития в жилищной сфере), или земельный участок, государственная собственность на который не разграничена и которым единый институт развития в жилищной сфере распоряжается по поручению федерального органа исполнительной власти, осуществляющего функции по управлению федеральным имуществом, передан в безвозмездное пользование либо аренду для строительства жилья экономического класса, в том числе для его комплексного освоения в целях строительства такого жилья, или аренду для строительства в минимально требуемом объеме жилья экономического класса, в том числе для его комплексного освоения в целях строительства в минимально требуемом объеме жилья экономического класса и иного жилищного строительства, в порядке и на условиях, которые предусмотрены Федеральным законом от 24 июля 2008 года N 161-ФЗ ""О содействии развитию жилищного строительства"", заключен договор участия в долевом строительстве жилья экономического класса, договор купли-продажи жилья экономического класса с лицом, не имеющим права на заключение этих договоров, либо с нарушением иных требований, предусмотренных указанным Федеральным законом;";;;;;;;;;;;;;;;;;;;;;;;
;;(в ред. Федерального закона от 23.06.2016 N 221-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;(см. текст в предыдущей редакции);;;;;;;;;;;;;;;;;;;;;;;
;;"40) при продаже доли в праве общей собственности лицу, не являющемуся сособственником (кроме случаев продажи с публичных торгов, продажи доли в праве общей собственности на земельный участок собственником части расположенных на таком земельном участке здания или сооружения либо собственником помещения или машино-места в этих здании или сооружении), к заявлению о государственной регистрации не приложены документы, подтверждающие отказ остальных участников долевой собственности от покупки доли, и не истек месячный срок со дня извещения продавцом доли остальных участников долевой собственности;";;;;;;;;;;;;;;;;;;;;;;;
;;(в ред. Федерального закона от 03.07.2016 N 315-ФЗ);;;;;;;;;;;;;;;;;;;;;;;
;;(см. текст в предыдущей редакции);;;;;;;;;;;;;;;;;;;;;;;
;;"41) не представлено заявление о прекращении государственного кадастрового учета и (или) государственной регистрации прав всеми лицами, представившими заявление для осуществления государственного кадастрового учета и (или) государственной регистрации прав, либо не представлено заявление всеми сторонами договора о прекращении государственной регистрации такого договора и (или) прав на его основании и возврате документов без проведения государственной регистрации прав, в том числе в случаях, когда в соответствии с настоящим Федеральным законом заявление на государственную регистрацию прав может быть представлено одной из сторон договора;";;;;;;;;;;;;;;;;;;;;;;;
;;"42) площадь земельного участка, определенная с учетом установленных в соответствии с федеральным законом требований, отличается от площади земельного участка, указанной в соответствующем утвержденном проекте межевания территории, схеме расположения земельного участка на кадастровом плане территории, проектной документации о местоположении, границах, площади и об иных количественных и качественных характеристиках лесных участков, более чем на десять процентов;";;;;;;;;;;;;;;;;;;;;;;;
